source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,SKML+GOLD+WORK+SHOP+%28Chinna%29,SKML GOLD WORK SHOP (Chinna),Jewellery,Retail,"Goldsmith · Pavan Palace, A-1, Telugu Talli Flyover, near Station Road",,,4.7,15,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sree+Krishna+Gold+work+training+center,Sree Krishna Gold work training center,Jewellery,Retail,"Goldsmith · 3-2-73/2, Svarangamroad, Kumar Palam Centre",,,5.0,3,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Dru+Gold+Private+Limited+-+Gold+Buyers+in+Visakhapatnam,Dru Gold Private Limited - Gold Buyers in Visakhapatnam,Jewellery,Retail,"Jewelry buyer · 1st Floor, Dandu Bazaar, Main Rd, opp. O-OPTEX",,,4.8,210,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Aarya+Gold+-+Gold+Buyers+in+Visakhapatnam+I+Andhra+Pradesh,Aarya Gold - Gold Buyers in Visakhapatnam I Andhra Pradesh,Jewellery,Retail,"Gold dealer · Door N0- 9-1-229/1, 2nd Floor Ramatalkies, X, Main Rd, near RTC Complex",,,4.9,242,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Attica+Gold+Company+-+Gold+Buyers+in+Visakhapatnam+NAD+Junction,Attica Gold Company - Gold Buyers in Visakhapatnam NAD Junction,Jewellery,Retail,"Jewelry buyer · 58-1-413/2, Road Sivalayam Backside, above DTDC Courier",,,5.0,159,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Attica+Gold+Company+-+Gold+Buyers+In+Gajuwaka,Attica Gold Company - Gold Buyers In Gajuwaka,Jewellery,Retail,"Jewelry buyer ·  · above Bank Of Maharashtra, near R.K.Hospital",,,4.9,486,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,GK+FINANCE+%28Gold+Loans%29,GK FINANCE (Gold Loans),Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,53,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Rent+house,Rent house,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,3,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Jathin+Gold,Jathin Gold,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.7,14,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Anika+Silvers,Sri Anika Silvers,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,20,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Lakshmi+Srinivasa+imitation+jewellery,Sri Lakshmi Srinivasa imitation jewellery,Jewellery,Retail,"Jewelry store · sree seetharama towers, 104, near Living Avenue Road",,,5.0,5,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Lakshmi+imitation+jewellery,Lakshmi imitation jewellery,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,7,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Dattu+gold+work,Dattu gold work,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,5,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,GP+Gold+Works+Prabhakar,GP Gold Works Prabhakar,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,4,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Lakshmi+Srinivasa+Rental+Services,Sri Lakshmi Srinivasa Rental Services,Jewellery,Retail,"Real estate agency · Dr.no:41, 30/5-32, MG Rd, near M&M Showroom, beside Street",,,5.0,4,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Madhukar+Electricals+Co,Madhukar Electricals Co,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.7,23,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,L+R+jewellery+Works,L R jewellery Works,Jewellery,Retail,"Vijayawada, Andhra Pradesh",090004 54414,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,%E0%B0%AE%E0%B0%B9%E0%B0%BE%E0%B0%B2%E0%B0%95%E0%B1%8D%E0%B0%B7%E0%B1%8D%E0%B0%AE%E0%B1%80+%E0%B0%9C%E0%B1%8D%E0%B0%AF%E0%B1%82%E0%B0%AF%E0%B0%B2%E0%B0%B0%E0%B1%80+%E0%B0%B5%E0%B0%B0%E0%B1%8D%E0%B0%95%E0%B1%8D%E0%B0%B8%E0%B1%8D,మహాలక్ష్మీ జ్యూయలరీ వర్క్స్,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
