source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJu7IyQPVrPDoRMdaP8rNz0yo,Thammana Sambhamurty & Son Jewellers,Jewellery,Retail,"8-1-121/5, main road, beside hdfc bank, Amadalavalasa, Andhra Pradesh 532184, India",077028 27345,,4.9,9,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJjw6_fOkVPDoRnIVPFqXDAJ0,South India Shopping Mall -Srikakulam,Jewellery,Retail,"7WW2+37M, Surya Mahal Area, New Colony, Srikakulam, Andhra Pradesh 532001, India",090665 60560,,4.6,2856,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJh31QVQBHPDoReOsry6q7R5c,RK Jewellers,Jewellery,Retail,"Mainroad, opp. RTC Complex, Maruthi Nagar, Narasannapeta, Andhra Pradesh 532421, India",,,5,5,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJN3LjyeAVPDoRN8mDf-q3Gnc,Malabar Gold and Diamonds - Srikakulam,Jewellery,Retail,"6-1-13, Pandrangi Veedhi, Palakonda Rd, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",089422 25916,,4.8,2462,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJwS9lVS4VPDoRPIOGxxj3vVg,Tanishq Jewellery - Srikakulam,Jewellery,Retail,"Dr, Palakonda Rd, nearby Allen Solly Clothing Store, Kinnera Area, Meher Nager, Srikakulam, Andhra Pradesh 532001, India",089422 98289,,4.9,408,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJKZ3efAAVPDoRVVzE7z0AgcM,A N R gold shop,Jewellery,Retail,"11-50, Market Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ-fNAKQsVPDoR1lPH43wu_Lk,SHREE RIYAS 1 GRAM GOLD,Jewellery,Retail,"Shop no: 8-5-26/1, Petromax Street, Seven Rd Jct, Seven Rd Junction Area, area, Srikakulam, Andhra Pradesh 532001, India",,,4.5,19,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJPyccLsMVPDoRskxgjkcwgQE,SKM Gold Works,Jewellery,Retail,"Champagalli street, Srikakulam, Duppalavalasa, Andhra Pradesh 532001, India",,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJAfJ9qxwVPDoR5t6dUCJWnuE,Raja's Sun Silver Park,Jewellery,Retail,"GT Rd, Seven Rd Junction Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",098662 22636,,4.6,43,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJUV0_ZgAVPDoROeSjGY6a7Co,Vadhuvu onegramgold,Jewellery,Retail,"7VWW+65H, Nehru Rd, beside Natraj Lodge, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ56WLewAVPDoRbSdKWDKyYUs,R S jewellery,Jewellery,Retail,"Seven Rd Junction Area, New Colony, Srikakulam, Andhra Pradesh 532001, India",,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJSd8kqhwVPDoRq4wy-1iu1r8,Sri Durga Silver Palace,Jewellery,Retail,"Door No. 8-10-26, G.T. Road, 7 Roads Junction, Near Venas Hotel, New Colony, Srikakulam, Andhra Pradesh 532001, India",094401 68331,,4.4,16,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJKQzAVwAVPDoR6tdXfMdsMYE,Purna Gold shop,Jewellery,Retail,"Kolavari Street, Seven Rd Jct, Seven Rd Junction Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,5,4,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJLzDqshwVPDoRDLKBzNnPmds,PGR Jewellers,Jewellery,Retail,"7VVV+VMQ, Seven Rd Jct, Seven Rd Junction Area, Kollavari Street, Srikakulam, Andhra Pradesh 532001, India",085822 36239,,5,3,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJBwyAsakVPDoRnSczVvH4XZI,SHREE SONAL 1 GRAM JEWELLERY WORLD,Jewellery,Retail,"Chinna Bazar St, Dhavala Colony, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",077021 05504,,4.7,3,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
